tmk,lot_size_req,depth_to_wt_suitability,sma_constraints,climate_suitability,slope_req,in_flood_zone,in_sma,coast_within_100_ft,stream_within_50_ft
224017018,"Between 10,000 and 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope less than 8%,0,0,0,0
224017019,"Between 10,000 and 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope less than 8%,0,0,0,0
224017020,"Between 10,000 and 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope less than 8%,0,0,0,0
224017024,"Less than 10,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope between 8 to 12%,0,0,0,0
224017025,"Between 10,000 and 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope greater than 12%,0,0,0,0
224018005,"Less than 10,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope less than 8%,0,0,0,0
224018007,"Greater than 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope less than 8%,0,0,0,0
224018008,"Between 10,000 and 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope less than 8%,0,0,0,0
224018009,"Between 10,000 and 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope less than 8%,0,0,0,0
224018010,"Between 10,000 and 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope less than 8%,0,0,0,0
224018012,"Between 10,000 and 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope between 8 to 12%,0,0,0,0
224018013,"Less than 10,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope less than 8%,0,0,0,0
224018015,"Less than 10,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope less than 8%,0,0,0,0
224018017,"Between 10,000 and 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope less than 8%,0,0,0,0
224018031,"Less than 10,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope less than 8%,0,0,0,0
224018032,"Less than 10,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope less than 8%,0,0,0,0
224018034,"Less than 10,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope less than 8%,0,0,0,0
224018035,"Greater than 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope less than 8%,0,0,0,0
224018037,"Between 10,000 and 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope less than 8%,0,0,0,0
224018039,"Between 10,000 and 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope less than 8%,0,0,0,0
224018041,"Between 10,000 and 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope less than 8%,0,0,0,0
224018043,"Between 10,000 and 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope less than 8%,0,0,0,0
224018044,"Greater than 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope less than 8%,0,0,0,0
224018045,"Less than 10,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope between 8 to 12%,0,0,0,0
224018046,"Less than 10,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope less than 8%,0,0,0,0
224018047,"Less than 10,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope less than 8%,0,0,0,0
224018048,"Less than 10,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope less than 8%,0,0,0,0
224018049,"Less than 10,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope less than 8%,0,0,0,0
224018051,"Less than 10,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope less than 8%,0,0,0,0
224018052,"Less than 10,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope less than 8%,0,0,0,0
224018053,"Less than 10,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope less than 8%,0,0,0,0
224018054,"Less than 10,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope less than 8%,0,0,0,0
224018055,"Less than 10,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope less than 8%,0,0,0,0
224018056,"Less than 10,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope less than 8%,0,0,0,0
224018057,"Less than 10,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope less than 8%,0,0,0,0
224018059,"Less than 10,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope less than 8%,0,0,0,0
224018061,"Between 10,000 and 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope less than 8%,0,0,0,0
224018063,"Between 10,000 and 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope less than 8%,0,0,0,0
224018064,"Between 10,000 and 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope less than 8%,0,0,0,0
224019001,"Greater than 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Hydric,Slope greater than 12%,0,0,0,0
224019005,"Greater than 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Hydric,Slope greater than 12%,0,0,0,0
224019009,"Greater than 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Hydric,Slope between 8 to 12%,0,0,0,0
224019012,"Greater than 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Hydric,Slope greater than 12%,0,0,0,0
224019015,"Greater than 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Hydric,Slope greater than 12%,0,0,0,0
224020002,"Greater than 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Hydric,Slope greater than 12%,0,0,0,0
224020003,"Greater than 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Hydric,Slope greater than 12%,0,0,0,0
224020006,"Greater than 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Hydric,Slope greater than 12%,0,0,0,0
224020007,"Greater than 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Hydric,Slope greater than 12%,0,0,0,0
224020009,"Greater than 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Hydric,Slope greater than 12%,0,0,0,0
224020011,"Greater than 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Hydric,Slope between 8 to 12%,0,0,0,0
224020012,"Greater than 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Hydric,Slope greater than 12%,0,0,0,0
224020013,"Greater than 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Hydric,Slope greater than 12%,0,0,0,0
224020014,"Greater than 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Hydric,Slope greater than 12%,0,0,0,0
224020016,"Greater than 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Hydric,Slope greater than 12%,0,0,0,0
224020018,"Greater than 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Hydric,Slope greater than 12%,0,0,0,0
224020020,"Greater than 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Hydric,Slope between 8 to 12%,0,0,0,0
224020021,"Greater than 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Hydric,Slope greater than 12%,0,0,0,0
224020022,"Greater than 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Hydric,Slope greater than 12%,0,0,0,0
224020025,"Greater than 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Hydric,Slope less than 8%,0,0,0,0
224020026,"Greater than 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Hydric,Slope greater than 12%,0,0,0,0
224021001,"Between 10,000 and 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope between 8 to 12%,0,0,0,0
224021002,"Less than 10,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope between 8 to 12%,0,0,0,0
224021003,"Between 10,000 and 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope between 8 to 12%,0,0,0,0
224021004,"Between 10,000 and 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope between 8 to 12%,0,0,0,0
224021005,"Between 10,000 and 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope between 8 to 12%,0,0,0,0
224021006,"Between 10,000 and 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope less than 8%,0,0,0,0
224021007,"Between 10,000 and 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope between 8 to 12%,0,0,0,0
224021008,"Between 10,000 and 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope less than 8%,0,0,0,0
224021009,"Between 10,000 and 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope between 8 to 12%,0,0,0,0
224021010,"Between 10,000 and 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope between 8 to 12%,0,0,0,0
224021011,"Between 10,000 and 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope between 8 to 12%,0,0,0,0
224021012,"Between 10,000 and 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope less than 8%,0,0,0,0
224021013,"Between 10,000 and 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope less than 8%,0,0,0,0
224021014,"Between 10,000 and 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope less than 8%,0,0,0,0
224021015,"Between 10,000 and 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope less than 8%,0,0,0,0
224021016,"Between 10,000 and 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope less than 8%,0,0,0,0
224021018,"Between 10,000 and 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope less than 8%,0,0,0,0
224021019,"Between 10,000 and 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope less than 8%,0,0,0,0
224021020,"Between 10,000 and 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope less than 8%,0,0,0,0
224021021,"Between 10,000 and 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope less than 8%,0,0,0,0
224021022,"Between 10,000 and 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope between 8 to 12%,0,0,0,0
224021023,"Between 10,000 and 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope less than 8%,0,0,0,0
224021025,"Between 10,000 and 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope between 8 to 12%,0,0,0,0
224021027,"Between 10,000 and 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope between 8 to 12%,0,0,0,0
224021028,"Between 10,000 and 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope between 8 to 12%,0,0,0,0
224021029,"Between 10,000 and 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope greater than 12%,0,0,0,0
224021030,"Between 10,000 and 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope greater than 12%,0,0,0,0
224021032,"Less than 10,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope greater than 12%,0,0,0,0
224021033,"Between 10,000 and 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope between 8 to 12%,0,0,0,0
224021034,"Less than 10,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope between 8 to 12%,0,0,0,0
224021035,"Between 10,000 and 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope between 8 to 12%,0,0,0,0
224021037,"Between 10,000 and 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope between 8 to 12%,0,0,0,0
224021038,"Between 10,000 and 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope between 8 to 12%,0,0,0,0
224021039,"Between 10,000 and 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope between 8 to 12%,0,0,0,0
224021041,"Between 10,000 and 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope between 8 to 12%,0,0,0,0
224021042,"Between 10,000 and 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope greater than 12%,0,0,0,0
224021044,"Between 10,000 and 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope between 8 to 12%,0,0,0,0
224021045,"Between 10,000 and 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope between 8 to 12%,0,0,0,0
224021047,"Between 10,000 and 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope greater than 12%,0,0,0,0
224021048,"Between 10,000 and 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope between 8 to 12%,0,0,0,0
224021050,"Between 10,000 and 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope between 8 to 12%,0,0,0,0
224021051,"Less than 10,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope greater than 12%,0,0,0,0
224021052,"Between 10,000 and 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope greater than 12%,0,0,0,0
224021053,"Between 10,000 and 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope between 8 to 12%,0,0,0,0
224021055,"Between 10,000 and 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope between 8 to 12%,0,0,0,0
224021056,"Between 10,000 and 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope greater than 12%,0,0,0,0
224021057,"Less than 10,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope between 8 to 12%,0,0,0,0
224021059,"Greater than 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope less than 8%,0,0,0,0
224021061,"Between 10,000 and 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope between 8 to 12%,0,0,0,0
224021063,"Less than 10,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope greater than 12%,0,0,0,0
224021065,"Less than 10,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope greater than 12%,0,0,0,0
224021066,"Less than 10,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope between 8 to 12%,0,0,0,0
224021067,"Less than 10,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope less than 8%,0,0,0,0
224021068,"Less than 10,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope between 8 to 12%,0,0,0,0
224021069,"Less than 10,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope greater than 12%,0,0,0,0
224021070,"Less than 10,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope greater than 12%,0,0,0,0
224022004,"Between 10,000 and 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope less than 8%,0,0,0,0
224022005,"Between 10,000 and 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope less than 8%,0,0,0,0
224022006,"Between 10,000 and 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope less than 8%,0,0,0,0
224022007,"Between 10,000 and 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope less than 8%,0,0,0,0
224022009,"Between 10,000 and 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope less than 8%,0,0,0,0
224022010,"Between 10,000 and 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope greater than 12%,0,0,0,0
224022011,"Between 10,000 and 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope between 8 to 12%,0,0,0,0
224022012,"Greater than 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope greater than 12%,0,0,0,0
224022014,"Between 10,000 and 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope less than 8%,0,0,0,0
224022015,"Greater than 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope greater than 12%,0,0,0,0
224022016,"Between 10,000 and 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope greater than 12%,0,0,0,0
224022017,"Less than 10,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope greater than 12%,0,0,0,0
224022018,"Less than 10,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope less than 8%,0,0,0,0
224022019,"Between 10,000 and 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope less than 8%,0,0,0,0
224022020,"Between 10,000 and 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope less than 8%,0,0,0,0
224022021,"Between 10,000 and 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope less than 8%,0,0,0,0
224022022,"Between 10,000 and 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope less than 8%,0,0,0,0
224022023,"Between 10,000 and 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope less than 8%,0,0,0,0
224022024,"Between 10,000 and 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope less than 8%,0,0,0,0
224022025,"Less than 10,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope less than 8%,0,0,0,0
224022026,"Between 10,000 and 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope less than 8%,0,0,0,0
224022027,"Between 10,000 and 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope less than 8%,0,0,0,0
224022028,"Less than 10,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope less than 8%,0,0,0,0
224022030,"Between 10,000 and 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope greater than 12%,0,0,0,0
224022031,"Between 10,000 and 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope less than 8%,0,0,0,0
224022032,"Between 10,000 and 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope less than 8%,0,0,0,0
224022033,"Between 10,000 and 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope less than 8%,0,0,0,0
224022034,"Between 10,000 and 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope less than 8%,0,0,0,0
224022035,"Between 10,000 and 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope less than 8%,0,0,0,0
224022036,"Between 10,000 and 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope greater than 12%,0,0,0,0
224022037,"Between 10,000 and 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope greater than 12%,0,0,0,0
224022039,"Less than 10,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope greater than 12%,0,0,0,0
224022042,"Less than 10,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope less than 8%,0,0,0,0
224022044,"Less than 10,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope less than 8%,0,0,0,0
224022046,"Less than 10,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope less than 8%,0,0,0,0
224022047,"Less than 10,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope less than 8%,0,0,0,0
224023001,"Less than 10,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope between 8 to 12%,0,0,0,0
224023002,"Between 10,000 and 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope less than 8%,0,0,0,0
224023003,"Between 10,000 and 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope less than 8%,0,0,0,0
224023007,"Less than 10,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope between 8 to 12%,0,0,0,0
224023008,"Less than 10,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope between 8 to 12%,0,0,0,0
224023009,"Between 10,000 and 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope between 8 to 12%,0,0,0,0
224023010,"Greater than 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope between 8 to 12%,0,0,0,0
224023011,"Less than 10,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope greater than 12%,0,0,0,0
224023012,"Between 10,000 and 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope between 8 to 12%,0,0,0,0
224023015,"Between 10,000 and 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope between 8 to 12%,0,0,0,0
224023016,"Greater than 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope greater than 12%,0,0,0,0
224023017,"Less than 10,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope greater than 12%,0,0,0,0
224023018,"Less than 10,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope less than 8%,0,0,0,0
224023019,"Between 10,000 and 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope less than 8%,0,0,0,0
224023020,"Between 10,000 and 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope less than 8%,0,0,0,0
224023021,"Between 10,000 and 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope less than 8%,0,0,0,0
224023023,"Less than 10,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope between 8 to 12%,0,0,0,0
224023024,"Less than 10,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope between 8 to 12%,0,0,0,0
224023025,"Between 10,000 and 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope less than 8%,0,0,0,0
224023026,"Between 10,000 and 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope between 8 to 12%,0,0,0,0
224023027,"Between 10,000 and 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope between 8 to 12%,0,0,0,0
224023030,"Less than 10,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope less than 8%,0,0,0,0
224023031,"Between 10,000 and 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope less than 8%,0,0,0,0
224023032,"Between 10,000 and 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope between 8 to 12%,0,0,0,0
224023033,"Between 10,000 and 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope between 8 to 12%,0,0,0,0
224023034,"Between 10,000 and 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope greater than 12%,0,0,0,0
224023035,"Between 10,000 and 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope greater than 12%,0,0,0,0
224023038,"Between 10,000 and 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope less than 8%,0,0,0,0
224023039,"Between 10,000 and 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope less than 8%,0,0,0,0
224023040,"Between 10,000 and 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope less than 8%,0,0,0,0
224023041,"Between 10,000 and 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope less than 8%,0,0,0,0
224023042,"Between 10,000 and 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope less than 8%,0,0,0,0
224023044,"Between 10,000 and 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope less than 8%,0,0,0,0
224023045,"Between 10,000 and 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope between 8 to 12%,0,0,0,0
224023047,"Less than 10,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope between 8 to 12%,0,0,0,0
224023049,"Between 10,000 and 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope greater than 12%,0,0,0,0
224023050,"Between 10,000 and 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope between 8 to 12%,0,0,0,0
224023051,"Between 10,000 and 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope less than 8%,0,0,0,0
224023053,"Between 10,000 and 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope less than 8%,0,0,0,0
224023054,"Between 10,000 and 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope less than 8%,0,0,0,0
224023055,"Between 10,000 and 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope less than 8%,0,0,0,0
224023057,"Between 10,000 and 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope less than 8%,0,0,0,0
224023058,"Between 10,000 and 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope less than 8%,0,0,0,0
224023059,"Between 10,000 and 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope less than 8%,0,0,0,0
224023060,"Between 10,000 and 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope less than 8%,0,0,0,0
224023061,"Between 10,000 and 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope less than 8%,0,0,0,0
224023062,"Between 10,000 and 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope less than 8%,0,0,0,0
224023064,"Between 10,000 and 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope less than 8%,0,0,0,0
224023065,"Between 10,000 and 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope between 8 to 12%,0,0,0,0
224023066,"Between 10,000 and 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope between 8 to 12%,0,0,0,0
224023067,"Between 10,000 and 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope less than 8%,0,0,0,0
224023069,"Between 10,000 and 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope less than 8%,0,0,0,0
224023070,"Less than 10,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope between 8 to 12%,0,0,0,0
224023071,"Less than 10,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope between 8 to 12%,0,0,0,0
224023072,"Less than 10,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope between 8 to 12%,0,0,0,0
224023074,"Between 10,000 and 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope between 8 to 12%,0,0,0,0
224023075,"Between 10,000 and 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope between 8 to 12%,0,0,0,0
224023076,"Between 10,000 and 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope between 8 to 12%,0,0,0,0
224023077,"Less than 10,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope between 8 to 12%,0,0,0,0
224023078,"Between 10,000 and 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope between 8 to 12%,0,0,0,0
224023079,"Between 10,000 and 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope between 8 to 12%,0,0,0,0
224023080,"Between 10,000 and 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope less than 8%,0,0,0,0
224023081,"Between 10,000 and 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope less than 8%,0,0,0,0
224023082,"Between 10,000 and 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope less than 8%,0,0,0,0
224023083,"Less than 10,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope between 8 to 12%,0,0,0,0
224023085,"Between 10,000 and 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope less than 8%,0,0,0,0
224023087,"Less than 10,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope between 8 to 12%,0,0,0,0
224023088,"Less than 10,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope less than 8%,0,0,0,0
